"name","city","state","zip","phone","website","instagram","email","email_source","google_review_count","google_star_rating","address","gbp_url","categories","top_competitor_1_name","top_competitor_1_reviews","top_competitor_1_stars","top_competitor_1_distance","top_competitor_2_name","top_competitor_2_reviews","top_competitor_2_stars","top_competitor_2_distance","top_competitor_3_name","top_competitor_3_reviews","top_competitor_3_stars","top_competitor_3_distance","notes","call_status","call_attempts","last_attempted"
"Vira Medspa","Sugar Land","Texas","77479","(346) 531-2611","https://www.viramedspa.com/","","info@viramedspa.com","contact_page","198","5.0","800 Bonaventure Wy ste 149, Sugar Land, TX 77479","https://www.google.com/maps/search/?api=1&query=Vira%20Medspa&query_place_id=ChIJ0SsaQV_nQIYRJ1qNqHcKjIc","Medical spa","Advanced Dermatology – Sugar Land, TX","2415","4.7","1.2","LaserAway Sugar Land","665","4.8","1.28","Sugar Land Medical Spa","405","4.8","1.08","","not_called","0",""
"Ruaa MedSpa","Sugar Land","Texas","77479","(713) 715-1515","https://ruaamedicalspa.com/","","","","176","4.9","5501 Cabrera Dr Suite 803, Sugar Land, TX 77479","https://www.google.com/maps/search/?api=1&query=Ruaa%20MedSpa&query_place_id=ChIJEenl8a3lQIYRwI-N_Du2hy8","Medical spa","LaserAway Sugar Land","665","4.8","3.68","Elite DOC Health and Beauty: Naz Keshwani, M.D.","509","4.9","3.57","Premier Health Spa","260","5.0","2.86","","not_called","0",""
"Renew Wellness Center - Sugar Land","Sugar Land","Texas","77478","(832) 491-2852","https://renewwellnesscenter.com/","","","","312","4.9","210 Century Square Blvd Ste 100, Sugar Land, TX 77478","https://www.google.com/maps/search/?api=1&query=Renew%20Wellness%20Center%20-%20Sugar%20Land&query_place_id=ChIJw2rSW5TmQIYR1oY9xL3Wkog","Medical spa; Hair transplantation clinic; Laser hair removal service; Mental health service; Women's health clinic; Skin care clinic; Weight loss service","Advanced Dermatology – Sugar Land, TX","2415","4.7","1.53","Sugar Land Medical Spa","405","4.8","2.14","VIO Med Spa Sugar Land","226","4.8","1.86","","not_called","0",""
"Sarah Hitchcox Aesthetics","Knoxville","Tennessee","37919","(865) 419-4234","https://hitchcoxaesthetics.com/?utm_campaign=gmb","","sarah@hitchcoxaesthetics.com","contact_page","243","5.0","5113 Kingston Pike Suite 15, Knoxville, TN 37919","https://www.google.com/maps/search/?api=1&query=Sarah%20Hitchcox%20Aesthetics&query_place_id=ChIJT25n7649XIgRyzkQqbTa0DY","Medical spa","RevitalyzeMD","648","4.9","1.39","Create Medical Aesthetics","213","5.0","1.13","Aesthetic Elevation Knoxville","83","5.0","1.46","","not_called","0",""
"BotoxRN","Sugar Land","Texas","77478","(832) 268-6976","https://botoxrn.com/","","","","215","4.6","13511 Southwest Fwy, Sugar Land, TX 77478","https://www.google.com/maps/search/?api=1&query=BotoxRN&query_place_id=ChIJoX-TQVPmQIYR_qJZYm7HeY0","Medical spa; Facial spa; Health spa; Skin care clinic","Advanced Dermatology – Sugar Land, TX","2415","4.7","1.84","Sugar Land Medical Spa","405","4.8","2.41","Renew Wellness Center - Sugar Land","312","4.9","0.54","","not_called","0",""
"Revitalize Medi-Spa","Sugar Land","Texas","77479","(832) 520-2616","https://revitalizemedispa.co/services/","","","","78","5.0","19875 Southwest Fwy #260, Sugar Land, TX 77479","https://www.google.com/maps/search/?api=1&query=Revitalize%20Medi-Spa&query_place_id=ChIJK1fpSOvjQIYRAwoFfKiyv14","Medical spa","LaserAway Sugar Land","665","4.8","4.1","Elite DOC Health and Beauty: Naz Keshwani, M.D.","509","4.9","3.32","Vira Medspa","198","5.0","3.88","","not_called","0",""
"It's A Secret Med Spa - The Woodlands","The Woodlands","Texas","77380","(832) 406-4735","https://secretmedspa.com/woodlands-texas/","","","","120","4.7","1900 Lake Woodlands Dr #500, The Woodlands, TX 77380","https://www.google.com/maps/search/?api=1&query=It's%20A%20Secret%20Med%20Spa%20-%20The%20Woodlands&query_place_id=ChIJf9ftQDo3R4YRV_YJxx2E7sI","Medical spa","East Shore Salon and Medspa","422","4.9","0.76","Vedas Medical Spa","346","4.6","1.12","Avante Laser & MediSpa","326","4.9","1.59","","not_called","0",""
"Gen B Medspa","The Woodlands","Texas","77381","(239) 423-2889","http://genbmedspa.com/","","genbmedspa@gmail.com","contact_page","62","5.0","9001 Forest Crossing Dr d2, The Woodlands, TX 77381","https://www.google.com/maps/search/?api=1&query=Gen%20B%20Medspa&query_place_id=ChIJpTvc5DAxR4YRoDvT5jsHYSE","Medical spa","LaserAway Woodlands","871","4.9","0.24","Vedas Medical Spa","346","4.6","0.7","Avante Laser & MediSpa","326","4.9","0.42","","not_called","0",""
"Glow Medical Aesthetics, Weight Loss, Wellness & Primary Care Knoxville","Powell","TN","37849","(865) 947-4569","https://www.glowmed.com/","","glowmed@ymail.com","contact_page","631","4.9","7714 Conner Road #106 Knoxville, Powell, TN 37849","https://www.google.com/maps/search/?api=1&query=Glow%20Medical%20Aesthetics%2C%20Weight%20Loss%2C%20Wellness%20%26%20Primary%20Care%20Knoxville&query_place_id=ChIJB2xvL-o-XIgR2fpDxeuQHHg","Weight loss service; Medical clinic; Medical office; Wellness center","Downtown Smooth Spa","633","5.0","7.93","Smiley Aesthetics Medical Spa – Botox & Weight Loss Clinic Knoxville","515","5.0","7.64","Old City Medspa","258","4.9","7.5","","not_called","0",""
"Avante Laser & MediSpa","The Woodlands","Texas","77381","(281) 419-0080","https://avantemedispa.com/?utm_campaign=gmb","","","","326","4.9","8708 Technology Forest Pl Suite 125, The Woodlands, TX 77381","https://www.google.com/maps/search/?api=1&query=Avante%20Laser%20%26%20MediSpa&query_place_id=ChIJC_S7jt02R4YR8fNdWJkuWHM","Medical spa; Facial spa; Laser hair removal service; Skin care clinic; Weight loss service","LaserAway Woodlands","871","4.9","0.62","myEvergreen MedSpa","391","5.0","1.51","Vedas Medical Spa","346","4.6","0.51","","not_called","0",""
"Oasis Aesthetics & Wellness","Sugar Land","Texas","77479","(281) 800-9050","https://www.oasismedcenter.com/","","Info@dryeyeandwellness.com","contact_page","144","5.0","13440 University Blvd #130, Sugar Land, TX 77479","https://www.google.com/maps/search/?api=1&query=Oasis%20Aesthetics%20%26%20Wellness&query_place_id=ChIJ9y0H247hQIYRXkLzJqr2iWU","Medical spa; Skin care clinic","LaserAway Sugar Land","665","4.8","1.53","Elite DOC Health and Beauty: Naz Keshwani, M.D.","509","4.9","1.04","Sugar Land Medical Spa","405","4.8","1.67","","not_called","0",""
"Aesthetic Elevation Knoxville","Knoxville","Tennessee","37909","(865) 313-3409","https://aestheticelevation.com/","","email@domain.com","contact_page","83","5.0","705 Gate Ln Ste 201, Knoxville, TN 37909","https://www.google.com/maps/search/?api=1&query=Aesthetic%20Elevation%20Knoxville&query_place_id=ChIJVxJMiiQjXIgRuwfHj77h2-k","Medical spa; Skin care clinic","RevitalyzeMD","648","4.9","0.6","Sarah Hitchcox Aesthetics","243","5.0","1.46","Create Medical Aesthetics","213","5.0","0.53","","not_called","0",""
"Derma Theory","Houston","Texas","77056","(713) 887-5988","https://www.vagaro.com/dermatheory/services","","","","238","5.0","3033 Chimney Rock Rd #105, Houston, TX 77056","https://www.google.com/maps/search/?api=1&query=Derma%20Theory&query_place_id=ChIJKVY4aFfDQIYRuhJcZLNTvTQ","Medical spa; Skin care clinic","Galleria Aesthetics and Wellness","281","4.8","0.46","Metropolitan Med Spa","151","4.4","1.09","The MedSpa at Galleria","118","5.0","1.44","","not_called","0",""
"Nu-U Medspa","The Woodlands","Texas","77380","(832) 402-1500","https://mynuumedspa.com/","","","","62","4.6","200 Valleywood Rd A200, The Woodlands, TX 77380","https://www.google.com/maps/search/?api=1&query=Nu-U%20Medspa&query_place_id=ChIJgbCIA6E1R4YRs6qeEDcRPhc","Medical spa; Body shaping class; Day spa; Facial spa; IV therapy service; Laser hair removal service; Plastic surgery clinic; Skin care clinic; Weight loss service; Wellness center","Z Med Clinic and Med Spa, Weight Loss, Hormone Therapy and IV Clinic","589","4.7","0.52","Seychelles Med & Laser Spa","440","4.9","0.43","East Shore Salon and Medspa","422","4.9","2.22","","not_called","0",""
"Naked SKN Aesthetics - Skincare & Wellness Spa","The Woodlands","Texas","77380","(832) 888-9186","http://www.nakedskn.com/","","info@www.nakedskn.com","contact_page","100","5.0","2219 Sawdust Rd STE 1403, The Woodlands, TX 77380","https://www.google.com/maps/search/?api=1&query=Naked%20SKN%20Aesthetics%20-%20Skincare%20%26%20Wellness%20Spa&query_place_id=ChIJ7bjd5Pg3R4YReok7Auumbe8","Facial spa; Beauty salon; Medical spa; Skin care clinic; Wellness center","Z Med Clinic and Med Spa, Weight Loss, Hormone Therapy and IV Clinic","589","4.7","1.54","Seychelles Med & Laser Spa","440","4.9","1.6","East Shore Salon and Medspa","422","4.9","1.83","","not_called","0",""
"Amerejuve Medspa","The Woodlands","Texas","77384","(713) 960-6262","https://www.amerejuve.com/","","info@amerejuve.com","contact_page","335","4.8","3091 College Park Dr # 275, The Woodlands, TX 77384","https://www.google.com/maps/search/?api=1&query=Amerejuve%20Medspa&query_place_id=ChIJcRR-RdgwR4YRTzPJIfyhDB8","Laser hair removal service; Medical spa","myEvergreen MedSpa","391","5.0","1.13","Avante Laser & MediSpa","326","4.9","1.78","InjectCo","155","5.0","1.32","","not_called","0",""
"Visionary Aesthetics","Sugar Land","Texas","77478","(281) 201-6597","https://sugarlandaesthetics.com/","","","","106","5.0","1480 Hwy 6 Suite A, Sugar Land, TX 77478","https://www.google.com/maps/search/?api=1&query=Visionary%20Aesthetics&query_place_id=ChIJD9Zh5nfnQIYRycmrwxpkAQM","Medical spa; Skin care clinic; Spa; Weight loss service","Advanced Dermatology – Sugar Land, TX","2415","4.7","0.75","LaserAway Sugar Land","665","4.8","0.75","Sugar Land Medical Spa","405","4.8","0.5","","not_called","0",""
"InjectCo","Shenandoah","Texas","77380","(281) 326-9985","https://injectco.com/services/med-spa-the-woodlands-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp-woodlands","","Hello@injectco.com","contact_page","155","5.0","250 Ed English Dr #3D, Shenandoah, TX 77380","https://www.google.com/maps/search/?api=1&query=InjectCo&query_place_id=ChIJj6toiLM3R4YRoLie8xKYm1A","Medical spa; Facial spa; Hair replacement service; Men's health physician; Women's health clinic; Skin care clinic; Weight loss service; Wellness center","myEvergreen MedSpa","391","5.0","0.33","Amerejuve Medspa","335","4.8","1.32","It's A Secret Med Spa - The Woodlands","120","4.7","1.82","","not_called","0",""
"Galleria Aesthetics and Wellness","Houston","Texas","77056","(713) 552-1112","https://galleriaesthetics.com/?mozlocalutm_source=google","","","","281","4.8","5373 W Alabama St #120, Houston, TX 77056","https://www.google.com/maps/search/?api=1&query=Galleria%20Aesthetics%20and%20Wellness&query_place_id=ChIJ8ZwATWTBQIYRDDFvSI-MUIw","Medical spa","Derma Theory","238","5.0","0.46","River Oaks Galleria Medspa","210","4.9","0.99","Metropolitan Med Spa","151","4.4","0.72","","not_called","0",""
"myEvergreen MedSpa","Shenandoah","Texas","77384","(346) 769-3653","https://myevergreenmedspa.com/the-woodlands/?utm_source=gbp&utm_medium=organic&utm_campaign=location-listing-MEGSH&y_source=1_MjAxODI1NjQ0NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","","","","391","5.0","18354 I-45 Suite 100, Shenandoah, TX 77384","https://www.google.com/maps/search/?api=1&query=myEvergreen%20MedSpa&query_place_id=ChIJZ9bQeTA5R4YRg_HlJENkNBA","Medical spa; Skin care clinic","Amerejuve Medspa","335","4.8","1.13","Avante Laser & MediSpa","326","4.9","1.51","InjectCo","155","5.0","0.33","","not_called","0",""
"Medical Aesthetics & Laser","The Woodlands","Texas","77380","(281) 419-2220","https://www.medical-al.com/","","info@medical-al.com","contact_page","87","5.0","9180 Pinecroft Dr Suite 120, The Woodlands, TX 77380","https://www.google.com/maps/search/?api=1&query=Medical%20Aesthetics%20%26%20Laser&query_place_id=ChIJVzt1s902R4YRa5wjxh0cs-I","Medical spa","myEvergreen MedSpa","391","5.0","0.99","Vedas Medical Spa","346","4.6","1.31","InjectCo","155","5.0","1.01","","not_called","0",""
"East Shore Salon and Medspa","The Woodlands","Texas","77380","(936) 271-2566","https://eastshoremedspa.com/","","","","422","4.9","207 E Shore Dr #290, The Woodlands, TX 77380","https://www.google.com/maps/search/?api=1&query=East%20Shore%20Salon%20and%20Medspa&query_place_id=ChIJbWibha03R4YRNUogQ2Q3b0c","Medical spa","Vedas Medical Spa","346","4.6","1.36","Avante Laser & MediSpa","326","4.9","1.87","It's A Secret Med Spa - The Woodlands","120","4.7","0.76","","not_called","0",""
"The Aesthetic Company","Knoxville","Tennessee","37922","(865) 748-8337","https://www.theaecompany.com/","","","","89","5.0","9700 Kingston Pike, Knoxville, TN 37922","https://www.google.com/maps/search/?api=1&query=The%20Aesthetic%20Company&query_place_id=ChIJhfGPfgsvXIgRRbemZA8xM1I","Medical spa","Pretty Girl Aesthetics","919","5.0","1.39","The Wellness Room","509","5.0","0.22","Jessica Ellam Medical Aesthetics","447","5.0","1.05","","not_called","0",""
"Advanced Aesthetics & Wellness","Shenandoah","Texas","77385","(346) 202-3070","http://www.aawtexas.com/?utm_source=GBP","","aawbyrenata@gmail.com","contact_page","74","5.0","19075 I-45 #250, Shenandoah, TX 77385","https://www.google.com/maps/search/?api=1&query=Advanced%20Aesthetics%20%26%20Wellness&query_place_id=ChIJfalYUWA3R4YR6qhmxrlACAg","Medical spa; Dermatologist; Health spa; Skin care clinic; Weight loss service; Wellness center; Wellness program","myEvergreen MedSpa","391","5.0","0.48","Amerejuve Medspa","335","4.8","1.59","InjectCo","155","5.0","0.31","","not_called","0",""
"Radiance Medical Aesthetics & Wellness","The Woodlands","Texas","77382","(281) 367-4700","https://woodlandsradiancespa.com/?utm_source=google&utm_medium=local&utm_campaign=woodlands-practice-website","","","","344","4.7","9940 Woodlands Pkwy Suite 600, The Woodlands, TX 77382","https://www.google.com/maps/search/?api=1&query=Radiance%20Medical%20Aesthetics%20%26%20Wellness&query_place_id=ChIJs3QSHbUxR4YRHUbkNmtvCiA","Medical spa; Wellness center","LaserAway Woodlands","871","4.9","5.65","Face to Face Spa at The Woodlands","144","4.7","5.12","Dr. Summer Rose MD Aesthetics","109","5.0","3.94","","not_called","0",""
"Z Med Clinic and Med Spa, Weight Loss, Hormone Therapy and IV Clinic","Spring","Texas","77380","(281) 292-3030","https://www.zmedclinic.com/locations/spring-tx/?utm_campaign=gmb","","","","589","4.7","314 Sawdust Rd #119, Spring, TX 77380","https://www.google.com/maps/search/?api=1&query=Z%20Med%20Clinic%20and%20Med%20Spa%2C%20Weight%20Loss%2C%20Hormone%20Therapy%20and%20IV%20Clinic&query_place_id=ChIJhdDwLjA0R4YRVgXn-mJ6s_4","Medical spa; Facial spa; Laser hair removal service; Skin care clinic; Tattoo removal service; Wellness center","Seychelles Med & Laser Spa","440","4.9","0.12","East Shore Salon and Medspa","422","4.9","2.6","Integrated Aesthetics - The Woodlands","131","5.0","0.98","","not_called","0",""
"Body BeneFits Medspa Health & Wellness voted #1","The Woodlands","Texas","77381","(281) 292-8882","http://www.bodybenefitswoodlands.com/","","info@bodybenefitswoodlands.com","contact_page","81","4.7","4840 W Panther Creek Dr #100, The Woodlands, TX 77381","https://www.google.com/maps/search/?api=1&query=Body%20BeneFits%20Medspa%20Health%20%26%20Wellness%20voted%20%231&query_place_id=ChIJrTe5ZBYxR4YReqosvhKx_vA","Medical spa; Day spa; Facial spa; Health and beauty shop; Holistic medicine practitioner; Laser hair removal service; Naturopathic practitioner; Skin care clinic; Teeth whitening service; Weight loss service","LaserAway Woodlands","871","4.9","1.49","East Shore Salon and Medspa","422","4.9","1.75","Vedas Medical Spa","346","4.6","1.63","","not_called","0",""
"Seychelles Med & Laser Spa","The Woodlands","Texas","77380","(281) 843-8725","http://www.seychellesmedspa.com/","","","","440","4.9","25230 Borough Park Dr, The Woodlands, TX 77380","https://www.google.com/maps/search/?api=1&query=Seychelles%20Med%20%26%20Laser%20Spa&query_place_id=ChIJnyZQjy80R4YRMDbDawABBI8","Medical spa; Skin care clinic","Z Med Clinic and Med Spa, Weight Loss, Hormone Therapy and IV Clinic","589","4.7","0.12","East Shore Salon and Medspa","422","4.9","2.57","Integrated Aesthetics - The Woodlands","131","5.0","0.88","","not_called","0",""
"Face to Face Spa at The Woodlands","The Woodlands","Texas","77381","(281) 466-2807","https://facetofacespa.com/the-woodlands/","","thewoodlands@facetofacespa.com","contact_page","144","4.7","4775 W Panther Creek Dr #220B, The Woodlands, TX 77381","https://www.google.com/maps/search/?api=1&query=Face%20to%20Face%20Spa%20at%20The%20Woodlands&query_place_id=ChIJ20KCzwoxR4YRQtNc9ufJYSs","Medical spa; Eyelash salon; Facial spa","LaserAway Woodlands","871","4.9","1.42","East Shore Salon and Medspa","422","4.9","1.94","Vedas Medical Spa","346","4.6","1.69","","not_called","0",""
"Oasis Laser MedSpa","Katy","Texas","77494","(713) 999-4494","https://oasislasermedicalspa.com/","","","","297","4.8","25145 Star Ln #301, Katy, TX 77494","https://www.google.com/maps/search/?api=1&query=Oasis%20Laser%20MedSpa&query_place_id=ChIJz3CY60onQYYRIfQH5JTG6Nc","Medical spa","All Is Well Holistic Spa","1787","4.7","0.59","Katy Med Tech Spa","1208","4.9","0.05","Shining Way Esthetics","151","4.9","0.41","","not_called","0",""
"MedSPA Katy Sapphira Prive","Katy","Texas","77449","(281) 717-8909","https://priveglowkaty.com/","","howdy@priveglowkaty.com","contact_page","118","4.9","2039 N Mason Rd Ste 603, Katy, TX 77449","https://www.google.com/maps/search/?api=1&query=MedSPA%20Katy%20Sapphira%20Prive&query_place_id=ChIJGSzMG3onQYYR-HrCVSKN1_Q","Medical spa; Facial spa; Laser hair removal service; Skin care clinic; Weight loss service","Selah MediSpa","424","4.8","2.09","Le Chloé Med Spa","158","4.8","0.02","Katy Medi Spa","103","4.6","2.06","","not_called","0",""
"Vita Bella Medical Spa","Katy","Texas","77494","(832) 203-3705","http://www.vitabellaspa.com/","","lavitaebellakaty@gmail.com","contact_page","74","4.9","26717 Westheimer Pkwy Ste 102, Katy, TX 77494","https://www.google.com/maps/search/?api=1&query=Vita%20Bella%20Medical%20Spa&query_place_id=ChIJe8LDZoUnQYYRBx_MFWNODLQ","Medical spa; Facial spa; Laser hair removal service; Skin care clinic; Spa","Katy Med Tech Spa","1208","4.9","1.15","Oasis Laser MedSpa","297","4.8","1.11","Zero Age MedSpa","197","5.0","1.11","","not_called","0",""
"Integrated Aesthetics - The Woodlands","Spring","Texas","77386","(281) 845-4981","https://www.integratedaesthetics.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=Woodlands","","","","131","5.0","26118 I-45, Spring, TX 77386","https://www.google.com/maps/search/?api=1&query=Integrated%20Aesthetics%20-%20The%20Woodlands&query_place_id=ChIJwxksilk3R4YR25drpDnrD1I","Medical spa; Hair replacement service; Dermatologist; Skin care clinic","Z Med Clinic and Med Spa, Weight Loss, Hormone Therapy and IV Clinic","589","4.7","0.98","Seychelles Med & Laser Spa","440","4.9","0.88","East Shore Salon and Medspa","422","4.9","2.0","","not_called","0",""
"Lab De Skin KATY","Katy","Texas","77494","(832) 437-8128","http://www.labdeskin.com/","","contact@labdeskin.com","contact_page","108","4.8","25830 Westheimer Pkwy #850, Katy, TX 77494","https://www.google.com/maps/search/?api=1&query=Lab%20De%20Skin%20KATY&query_place_id=ChIJLdcoLQAhQYYRPzXrpsn0K5I","Medical spa","Katy Med Tech Spa","1208","4.9","1.59","Oasis Laser MedSpa","297","4.8","1.57","Shining Way Esthetics","151","4.9","1.5","","not_called","0",""
"Katy Med Tech Spa","Katy","Texas","77494","(832) 554-4948","http://www.katymedtechspa.com/","","","","1208","4.9","25145 Star Ln #1002, Katy, TX 77494","https://www.google.com/maps/search/?api=1&query=Katy%20Med%20Tech%20Spa&query_place_id=ChIJBw-QML5uj0sRp2nKXOfrXl0","Facial spa; Massage spa; Medical spa; Spa; Weight loss service; Wellness program","All Is Well Holistic Spa","1787","4.7","0.57","Oasis Laser MedSpa","297","4.8","0.05","Shining Way Esthetics","151","4.9","0.37","","not_called","0",""
"Zero Age MedSpa","Katy","Texas","77494","(281) 769-9608","https://www.zeroagemedspa.com/","","Info@zeroagemedspa.com","contact_page","197","5.0","1325 Main St Suite 604, Katy, TX 77494","https://www.google.com/maps/search/?api=1&query=Zero%20Age%20MedSpa&query_place_id=ChIJTXlAw5ElQYYRqd2931zpaCM","Medical spa; Facial spa; Laser hair removal service; Permanent make-up clinic; Skin care clinic; Weight loss service; Wellness center","Katy Med Tech Spa","1208","4.9","1.19","Oasis Laser MedSpa","297","4.8","1.14","Viata Aesthetics and Wellness","127","5.0","0.42","","not_called","0",""
"Katy Medi Spa","Katy","Texas","77450","(832) 678-8199","https://katymedispa.com/","","info@Katymedispa.com","contact_page","103","4.6","21238 Kingsland Blvd Ste. 1B, Katy, TX 77450","https://www.google.com/maps/search/?api=1&query=Katy%20Medi%20Spa&query_place_id=ChIJtS7jRUMnQYYRhLd-P15sAHM","Medical spa; Facial spa; Laser hair removal service; Skin care products vending machine; Weight loss service","Selah MediSpa","424","4.8","0.39","H-Town Aesthetics","129","5.0","1.25","Dream Aesthetic by Dr. Ortiz","117","5.0","0.26","","not_called","0",""
"YenCare MedSpa","Katy","Texas","77494","(281) 505-7168","http://yencare-studio.square.site/","","","","70","4.9","26717 Westheimer Pkwy Suite 1001, Katy, TX 77494","https://www.google.com/maps/search/?api=1&query=YenCare%20MedSpa&query_place_id=ChIJDb0L8lonQYYR4nWmpTXOgvE","Medical spa; Beautician; Facial spa","Katy Med Tech Spa","1208","4.9","1.19","Oasis Laser MedSpa","297","4.8","1.15","Zero Age MedSpa","197","5.0","1.22","","not_called","0",""
"LUXE Medical Aesthetics","Katy","Texas","77450","(833) 998-5893","https://theluxeeffect.com/","","luxemedicalaesthetics@gmail.com","contact_page","78","4.9","21770 Kingsland Blvd, Katy, TX 77450","https://www.google.com/maps/search/?api=1&query=LUXE%20Medical%20Aesthetics&query_place_id=ChIJfx5rWBInQYYR86TdhORsXH8","Medical spa","Selah MediSpa","424","4.8","0.12","H-Town Aesthetics","129","5.0","1.44","Dream Aesthetic by Dr. Ortiz","117","5.0","0.64","","not_called","0",""
"All Is Well Holistic Spa","Katy","Texas","77494","(832) 913-8186","https://alliswellspa.com/?y_source=1_MjAxODczNTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","","sales@alliswellspa.com","contact_page","1787","4.7","2001 Katy Mills Blvd STE I, Katy, TX 77494","https://www.google.com/maps/search/?api=1&query=All%20Is%20Well%20Holistic%20Spa&query_place_id=ChIJf4y0LpomQYYROphiMVNb5b0","Medical spa; Facial spa; Massage spa; Skin care clinic; Wellness center","Katy Med Tech Spa","1208","4.9","0.57","Oasis Laser MedSpa","297","4.8","0.59","Shining Way Esthetics","151","4.9","0.81","","not_called","0",""
"Dream Aesthetic by Dr. Ortiz","Katy","Texas","77450","(346) 539-2104","https://yourdreamaesthetic.com/","","info@yourdreamaesthetic.com","contact_page","117","5.0","20923 Kingsland Blvd, Katy, TX 77450","https://www.google.com/maps/search/?api=1&query=Dream%20Aesthetic%20by%20Dr.%20Ortiz&query_place_id=ChIJ8XMA2JknQYYROBEpmeSx2cc","Medical spa; Dermatologist; Medical clinic","Selah MediSpa","424","4.8","0.64","Le Chloé Med Spa","158","4.8","2.13","H-Town Aesthetics","129","5.0","1.2","","not_called","0",""
"Selah MediSpa","Katy","Texas","77450","(281) 201-4067","http://www.selahmedispa.com/","","selahmedispa08@gmail.com","contact_page","424","4.8","21715 Kingsland Blvd #100, Katy, TX 77450","https://www.google.com/maps/search/?api=1&query=Selah%20MediSpa&query_place_id=ChIJmz12wUYnQYYRH69SlKKHhQg","Medical clinic","H-Town Aesthetics","129","5.0","1.34","Dream Aesthetic by Dr. Ortiz","117","5.0","0.64","Katy Medi Spa","103","4.6","0.39","","not_called","0",""
"Amerejuve MedSpa, Katy TX - Laser Hair Removal, CoolSculpting & Botox Katy","Katy","Texas","77494","(713) 960-6262","https://www.amerejuve.com/","","info@amerejuve.com","contact_page","200","4.7","2717 Commercial Center Blvd SuiteE170, Katy, TX 77494","https://www.google.com/maps/search/?api=1&query=Amerejuve%20MedSpa%2C%20Katy%20TX%20-%20Laser%20Hair%20Removal%2C%20CoolSculpting%20%26%20Botox%20Katy&query_place_id=ChIJM-_3OyYhQYYRUEBDsSA15-4","Laser hair removal service; Medical spa","SkinSpirit Katy","170","4.9","0.26","Lab De Skin KATY","108","4.8","1.76","HTX Aesthetics","71","5.0","1.32","","not_called","0",""
"Vedas Medical Spa","The Woodlands","Texas","77381","(281) 298-5476","http://www.vedasmedspa.com/","","","","346","4.6","2626 Research Forest Dr, The Woodlands, TX 77381","https://www.google.com/maps/search/?api=1&query=Vedas%20Medical%20Spa&query_place_id=ChIJN84HmcTNQIYROD6JV9hiRUs","Medical spa; Skin care clinic; Weight loss service; Wellness program","LaserAway Woodlands","871","4.9","0.94","East Shore Salon and Medspa","422","4.9","1.36","Avante Laser & MediSpa","326","4.9","0.51","","not_called","0",""
"Le Chloé Med Spa","Katy","Texas","77449","(281) 394-0370","https://www.lechloemedspa.com/","","info@lechloemedspa.com","contact_page","158","4.8","2023 N Mason Rd #204, Katy, TX 77449","https://www.google.com/maps/search/?api=1&query=Le%20Chlo%C3%A9%20Med%20Spa&query_place_id=ChIJfTVhc7EnQYYRBPzcBqZPn7M","Medical spa; Facial spa; Hair removal service; Laser hair removal service; Weight loss service","Selah MediSpa","424","4.8","2.09","MedSPA Katy Sapphira Prive","118","4.9","0.02","Katy Medi Spa","103","4.6","2.06","","not_called","0",""
"H-Town Aesthetics","Katy","Texas","77450","(832) 600-1907","https://htownaesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","","contact@htownaesthetics.com","contact_page","129","5.0","21003 Highland Knolls Dr Ste.300, Katy, TX 77450","https://www.google.com/maps/search/?api=1&query=H-Town%20Aesthetics&query_place_id=ChIJ70k54wwnQYYReAQfDI-NQAE","Medical spa; Facial spa; Laser hair removal service; Skin care clinic","Selah MediSpa","424","4.8","1.34","Dream Aesthetic by Dr. Ortiz","117","5.0","1.2","Katy Medi Spa","103","4.6","1.25","","not_called","0",""
"Sisu Clinic Miami","Miami","Florida","33131","(786) 635-1565","http://www.sisuclinic.com/","","hello@sisuclinic.com","contact_page","342","4.9","Centre, 701 S Miami Ave Unit 364c, Miami, FL 33131","https://www.google.com/maps/search/?api=1&query=Sisu%20Clinic%20Miami&query_place_id=ChIJ-VlitVK32YgRQnGXGlTX9Kc","Skin care clinic; Medical clinic; Medical spa","LUX MedSpa Brickell","2227","5.0","0.11","Miami Aesthetic - Pat Pazmiño, MD, FACS","344","4.7","0.22","Solea Brickell Spa","341","4.4","0.08","","not_called","0",""
"NuYou Medical Aesthetics","Miami","Florida","33132","(305) 204-0659","http://www.lovethenuyou.com/","","inquiries@lovethenuyou.com","contact_page","465","5.0","888 Biscayne Blvd Suite 505, Room 532, Miami, FL 33132","https://www.google.com/maps/search/?api=1&query=NuYou%20Medical%20Aesthetics&query_place_id=ChIJU-ijche32YgRDpOGzMX_vsk","Medical spa; Cosmetics store; Dermatologist; Hair replacement service; Plastic surgery clinic; Skin care clinic; Spa; Spa and health club; Weight loss service; Wellness program","Sisu Clinic Miami","342","4.9","1.04","Deluxe Med Spa Beauty","267","4.9","0.68","Bella Vida Aesthetics & Wellness","150","4.8","0.62","","not_called","0",""
